interaction_id,customer_id,channel,interaction_type,interaction_date,duration,page_or_product,session_id
147c72fb-3e9e-45d0-a800-4157a6af51ba,00012aa8-e99c-4e30-b3f6-1f7e36adc517,mobile app,app_open,2024-05-31 11:38:00,1.0,category_laptops,00012aa8-e99c-4e30-b3f6-1f7e36adc517_session_21
06446585-562d-4216-947d-fd7a592c860a,00012aa8-e99c-4e30-b3f6-1f7e36adc517,web,add_to_cart,2024-06-02 08:53:00,2.0,Amazon Echo,00012aa8-e99c-4e30-b3f6-1f7e36adc517_session_22
ca84c646-a178-40ba-b80e-06db88c9e148,00012aa8-e99c-4e30-b3f6-1f7e36adc517,mobile app,wishlist_add,2024-08-30 16:08:00,8.0,Samsung Galaxy S22,00012aa8-e99c-4e30-b3f6-1f7e36adc517_session_23
1cb769f1-98fa-4ea6-98ea-2ad2e9c5608f,00012aa8-e99c-4e30-b3f6-1f7e36adc517,mobile app,wishlist_add,2024-09-06 10:07:00,1.0,MacBook Pro,00012aa8-e99c-4e30-b3f6-1f7e36adc517_session_24
d6aa7c73-8989-4f27-b633-a76e2edd7d06,00012aa8-e99c-4e30-b3f6-1f7e36adc517,web,checkout,2024-11-02 18:59:00,283.0,search_results,00012aa8-e99c-4e30-b3f6-1f7e36adc517_session_25
b5c49ff9-6620-4be6-8994-42de41cd4812,00012aa8-e99c-4e30-b3f6-1f7e36adc517,mobile app,purchase,2024-11-16 09:42:00,274.0,category_furniture,00012aa8-e99c-4e30-b3f6-1f7e36adc517_session_26
d73dd4f2-d67c-455e-b18d-9a56e3463d8b,00012aa8-e99c-4e30-b3f6-1f7e36adc517,mobile app,purchase,2024-11-21 11:08:00,87.0,wishlist,00012aa8-e99c-4e30-b3f6-1f7e36adc517_session_27
74ce1d00-bea9-420e-aafb-c648223e4488,00012aa8-e99c-4e30-b3f6-1f7e36adc517,mobile app,search,2025-01-16 18:59:00,52.0,category_smart_home,00012aa8-e99c-4e30-b3f6-1f7e36adc517_session_28
e6e2896d-7759-4e37-bbca-c35d9d9dbc46,00012aa8-e99c-4e30-b3f6-1f7e36adc517,mobile app,search,2025-01-24 13:42:00,31.0,category_laptops,00012aa8-e99c-4e30-b3f6-1f7e36adc517_session_29
29508d6d-1aaa-4bcf-937f-2d066b2b8b8f,000feeed-f931-4908-b539-29ab57e595be,web,checkout,2023-02-27 13:35:00,273.0,support,000feeed-f931-4908-b539-29ab57e595be_session_0
d54ab238-2262-45ea-99ad-291926d250b9,000feeed-f931-4908-b539-29ab57e595be,web,purchase,2023-02-27 18:37:00,91.0,home,000feeed-f931-4908-b539-29ab57e595be_session_1
434a4194-d82b-4074-9688-288016b6672e,000feeed-f931-4908-b539-29ab57e595be,web,review,2023-03-10 22:21:00,265.0,checkout,000feeed-f931-4908-b539-29ab57e595be_session_2
39eefe1a-750c-4a8c-9af2-4b69a534e76b,000feeed-f931-4908-b539-29ab57e595be,web,search,2023-03-28 14:05:00,22.0,category_gaming,000feeed-f931-4908-b539-29ab57e595be_session_3
c618c23c-6389-4e40-865c-94d97252933b,000feeed-f931-4908-b539-29ab57e595be,web,checkout,2023-04-08 11:07:00,275.0,order_history,000feeed-f931-4908-b539-29ab57e595be_session_4
ae368e9d-51dc-4da4-944e-4134a3f96012,000feeed-f931-4908-b539-29ab57e595be,web,checkout,2023-04-22 16:36:00,108.0,product_listing,000feeed-f931-4908-b539-29ab57e595be_session_5
57a13fa7-60fa-487c-bb03-b984e4a103d7,000feeed-f931-4908-b539-29ab57e595be,mobile app,checkout,2023-04-23 11:12:00,90.0,category_smart_home,000feeed-f931-4908-b539-29ab57e595be_session_6
db54e472-e4be-4bfc-840b-c87e3635b632,000feeed-f931-4908-b539-29ab57e595be,web,search,2023-04-26 11:10:00,10.0,category_gaming,000feeed-f931-4908-b539-29ab57e595be_session_7
41c2299c-54fa-4ac5-bb11-d920ba0499aa,000feeed-f931-4908-b539-29ab57e595be,mobile app,product_view,2023-04-27 14:21:00,13.0,Area Rug,000feeed-f931-4908-b539-29ab57e595be_session_8
3eb144a2-c176-4aa6-a51c-67ef5c6c3d9a,000feeed-f931-4908-b539-29ab57e595be,web,add_to_cart,2023-05-31 14:10:00,9.0,Refrigerator,000feeed-f931-4908-b539-29ab57e595be_session_9
5f8c62fe-c5ae-4bc3-9bf5-81daaa536ce2,000feeed-f931-4908-b539-29ab57e595be,mobile app,app_open,2023-07-10 08:57:00,3.0,search_results,000feeed-f931-4908-b539-29ab57e595be_session_10
44faaaea-0835-405b-8e6a-96ea94a1ff0c,000feeed-f931-4908-b539-29ab57e595be,mobile app,app_open,2023-07-20 16:45:00,1.0,about_us,000feeed-f931-4908-b539-29ab57e595be_session_11
73e55bad-5f6d-4845-94ab-6c2a8447a982,000feeed-f931-4908-b539-29ab57e595be,web,page_view,2023-07-29 20:49:00,90.0,account,000feeed-f931-4908-b539-29ab57e595be_session_12
d9a31006-b308-4569-a9c0-84a60e216d10,000feeed-f931-4908-b539-29ab57e595be,web,checkout,2023-08-05 09:52:00,121.0,,000feeed-f931-4908-b539-29ab57e595be_session_13
4e3d633e-41e8-414f-9449-9c3024699ad9,000feeed-f931-4908-b539-29ab57e595be,mobile app,notification_click,2023-08-18 14:04:00,4.0,category_audio,000feeed-f931-4908-b539-29ab57e595be_session_14
caeb7d78-981d-4405-80d4-af1458e510d3,000feeed-f931-4908-b539-29ab57e595be,web,,2023-09-28 17:09:00,34.0,blog,000feeed-f931-4908-b539-29ab57e595be_session_15
65c51fb5-f639-4342-88f9-cd04ef1e9c84,000feeed-f931-4908-b539-29ab57e595be,mobile app,,2023-10-19 07:17:00,3.0,Nintendo Switch,000feeed-f931-4908-b539-29ab57e595be_session_16
b0b7a81c-d660-409c-8c6b-e530382b809b,000feeed-f931-4908-b539-29ab57e595be,web,purchase,2023-10-24 11:37:00,112.0,home,000feeed-f931-4908-b539-29ab57e595be_session_17
0e971e66-169a-4b5e-8aa3-ace8c602956d,000feeed-f931-4908-b539-29ab57e595be,web,search,2023-12-01 14:11:00,9.0,about_us,000feeed-f931-4908-b539-29ab57e595be_session_18
b910e7da-afdd-40b0-82c4-6bfc485b692b,000feeed-f931-4908-b539-29ab57e595be,web,purchase,2024-01-26 10:12:00,95.0,category_tvs,000feeed-f931-4908-b539-29ab57e595be_session_19
863a21d2-5489-43ed-80ad-f2fcaef37584,000feeed-f931-4908-b539-29ab57e595be,web,purchase,2024-03-03 22:31:00,243.0,category_furniture,000feeed-f931-4908-b539-29ab57e595be_session_20
d0549c27-60dc-4eb5-9408-40f2494eaaab,000feeed-f931-4908-b539-29ab57e595be,web,purchase,2024-03-09 09:39:00,285.0,blog,000feeed-f931-4908-b539-29ab57e595be_session_21
0bd1e44b-3889-47c1-985b-c69acbe034f7,000feeed-f931-4908-b539-29ab57e595be,,search,2024-03-18 06:35:00,48.0,order_history,000feeed-f931-4908-b539-29ab57e595be_session_22
9b9aa789-7830-46ba-bcf0-43ef7b21568b,000feeed-f931-4908-b539-29ab57e595be,mobile app,search,2024-03-29 21:19:00,33.0,order_history,000feeed-f931-4908-b539-29ab57e595be_session_23
3f37e446-dcb6-4fa2-ac67-2291d69f2ae3,000feeed-f931-4908-b539-29ab57e595be,web,add_to_cart,2024-04-12 11:21:00,1.0,iPad Pro,000feeed-f931-4908-b539-29ab57e595be_session_24
fa0b0acc-61e7-4897-ac9a-d383c83b9b68,000feeed-f931-4908-b539-29ab57e595be,mobile app,app_open,2024-05-01 14:38:00,5.0,wishlist,000feeed-f931-4908-b539-29ab57e595be_session_25
c8959780-47ef-40ef-95d2-773cabdc6ee9,000feeed-f931-4908-b539-29ab57e595be,web,wishlist_add,2024-05-04 23:43:00,8.0,Refrigerator,000feeed-f931-4908-b539-29ab57e595be_session_26
28d3ae04-d2da-4161-b3e6-222058bfc971,000feeed-f931-4908-b539-29ab57e595be,mobile app,product_view,2024-05-15 12:09:00,166.0,Dell XPS 15,000feeed-f931-4908-b539-29ab57e595be_session_27
2fe2bf1b-c020-4877-9954-554d8deb0f0c,000feeed-f931-4908-b539-29ab57e595be,mobile app,notification_click,2024-06-29 12:27:00,7.0,store_locator,000feeed-f931-4908-b539-29ab57e595be_session_28
6ec43935-17f6-4fdb-a38c-777a976de628,000feeed-f931-4908-b539-29ab57e595be,web,product_view,2024-08-02 12:34:00,168.0,Sofa,000feeed-f931-4908-b539-29ab57e595be_session_29
09d43935-0bfb-4268-a8bc-8570f889c5cd,000feeed-f931-4908-b539-29ab57e595be,mobile app,notification_click,2024-08-10 17:31:00,1.0,category_gaming,000feeed-f931-4908-b539-29ab57e595be_session_30
8fd0fe4c-962f-418c-8b40-943d5cf81d7e,000feeed-f931-4908-b539-29ab57e595be,mobile app,product_view,2024-08-11 14:01:00,174.0,Coffee Maker,000feeed-f931-4908-b539-29ab57e595be_session_31
fba2a338-8af1-4f38-a2df-af8937f988d2,000feeed-f931-4908-b539-29ab57e595be,mobile app,add_to_cart,2024-08-19 17:09:00,4.0,Refrigerator,000feeed-f931-4908-b539-29ab57e595be_session_32
081270e8-f2dd-46f7-bd31-04d154625cba,000feeed-f931-4908-b539-29ab57e595be,mobile app,wishlist_add,2024-09-25 18:43:00,10.0,Coffee Maker,000feeed-f931-4908-b539-29ab57e595be_session_33
5a0fc61f-90eb-4b6d-af1b-7b19ab7de001,000feeed-f931-4908-b539-29ab57e595be,web,product_view,2024-10-16 13:56:00,114.0,Sony Bravia TV,000feeed-f931-4908-b539-29ab57e595be_session_34
3e7ba962-2871-42a7-841e-38e5a3b9756b,000feeed-f931-4908-b539-29ab57e595be,web,checkout,2024-10-28 12:29:00,145.0,support,000feeed-f931-4908-b539-29ab57e595be_session_35
c5d48e20-1bb0-42f1-8e26-9f38b0024a60,000feeed-f931-4908-b539-29ab57e595be,web,purchase,2025-02-09 16:18:00,141.0,category_smartphones,000feeed-f931-4908-b539-29ab57e595be_session_36
b4705075-850d-4456-b766-328ef9f12b82,00107f62-0530-48ec-a56a-49d90944eafe,in-store kiosk,product_lookup,2024-06-20 10:32:00,40.0,MacBook Pro,00107f62-0530-48ec-a56a-49d90944eafe_session_0
6a0bc6ad-38e8-4a4d-9d6d-50a0e86f5fb6,00107f62-0530-48ec-a56a-49d90944eafe,in-store kiosk,product_view,2024-07-21 04:29:00,87.0,Area Rug,00107f62-0530-48ec-a56a-49d90944eafe_session_1
1afb5ffc-e515-4f83-88c2-38637407b64b,00107f62-0530-48ec-a56a-49d90944eafe,web,wishlist_add,2024-07-23 21:32:00,2.0,Refrigerator,00107f62-0530-48ec-a56a-49d90944eafe_session_2
687cf5b6-453d-4317-bbe3-4b268f83657e,00107f62-0530-48ec-a56a-49d90944eafe,in-store kiosk,inventory_check,2024-08-28 21:26:00,28.0,MacBook Pro,00107f62-0530-48ec-a56a-49d90944eafe_session_3
018aa09e-f670-4fb1-a899-56bf3affcce0,00107f62-0530-48ec-a56a-49d90944eafe,web,search,2024-09-21 22:29:00,14.0,support,00107f62-0530-48ec-a56a-49d90944eafe_session_4
e436eaf0-b2d9-451b-b160-7c1a9de6dbc1,00107f62-0530-48ec-a56a-49d90944eafe,in-store kiosk,inventory_check,2024-10-02 09:23:00,51.0,Amazon Echo,00107f62-0530-48ec-a56a-49d90944eafe_session_5
e278f768-2d65-4e1e-be5b-f74e1f797f1d,00107f62-0530-48ec-a56a-49d90944eafe,in-store kiosk,inventory_check,2024-10-09 17:12:00,45.0,Refrigerator,00107f62-0530-48ec-a56a-49d90944eafe_session_6
275a3b31-6738-4356-8968-5db1e11669db,00107f62-0530-48ec-a56a-49d90944eafe,in-store kiosk,session_start,2024-10-11 09:29:00,6.0,store_locator,00107f62-0530-48ec-a56a-49d90944eafe_session_7
ef17e9af-2466-42cf-882d-3c35a74f2424,00107f62-0530-48ec-a56a-49d90944eafe,,page_view,2024-10-22 06:37:00,117.0,category_smartphones,00107f62-0530-48ec-a56a-49d90944eafe_session_8
7ee2d382-d345-46ac-8d14-7ff8e5ffee7e,00107f62-0530-48ec-a56a-49d90944eafe,in-store kiosk,session_start,2024-11-13 15:16:00,9.0,category_smart_home,00107f62-0530-48ec-a56a-49d90944eafe_session_9
3320ced0-f41d-4fe9-bd66-5accd0b9ead7,00107f62-0530-48ec-a56a-49d90944eafe,web,checkout,2024-11-29 16:36:00,88.0,category_audio,00107f62-0530-48ec-a56a-49d90944eafe_session_10
b0ec0373-cfa7-4481-b949-6d4269231d97,00107f62-0530-48ec-a56a-49d90944eafe,in-store kiosk,session_start,2024-12-08 13:52:00,10.0,search_results,00107f62-0530-48ec-a56a-49d90944eafe_session_11
9f920696-52ad-48f4-9562-710179fdcc81,00107f62-0530-48ec-a56a-49d90944eafe,in-store kiosk,store_map_view,2024-12-18 16:19:00,30.0,,00107f62-0530-48ec-a56a-49d90944eafe_session_12
6a5e6e3d-dafb-4ff4-a9aa-edad2cea53cb,00107f62-0530-48ec-a56a-49d90944eafe,web,checkout,2024-12-19 05:56:00,66.0,category_furniture,00107f62-0530-48ec-a56a-49d90944eafe_session_13
b4ca60e8-d33a-43f3-9b85-3f33d334b80d,00107f62-0530-48ec-a56a-49d90944eafe,in-store kiosk,product_lookup,2024-12-27 16:31:00,27.0,Refrigerator,00107f62-0530-48ec-a56a-49d90944eafe_session_14
ef5c8722-d2db-4fd7-9fbc-0875abbfd2e1,00107f62-0530-48ec-a56a-49d90944eafe,in-store kiosk,session_start,2024-12-30 17:24:00,7.0,home,00107f62-0530-48ec-a56a-49d90944eafe_session_15
2e8e6255-da21-4ee3-96d3-081c9214e063,00107f62-0530-48ec-a56a-49d90944eafe,mobile app,checkout,2025-01-07 19:53:00,250.0,,00107f62-0530-48ec-a56a-49d90944eafe_session_16
3d218e65-01de-4e89-a4ef-d838debef9bc,00107f62-0530-48ec-a56a-49d90944eafe,in-store kiosk,inventory_check,2025-01-20 01:21:00,17.0,Dining Table,00107f62-0530-48ec-a56a-49d90944eafe_session_17
2bdc9b7b-ea73-4e7f-94ad-1e31a75163ce,00107f62-0530-48ec-a56a-49d90944eafe,mobile app,wishlist_add,2025-01-27 14:27:00,3.0,Cookware Set,00107f62-0530-48ec-a56a-49d90944eafe_session_18
9f972260-c372-48ad-96f4-0fa0dfe04545,005ae094-2f68-4a6d-91f0-73b38b890692,web,search,2023-02-19 18:26:00,35.0,category_furniture,005ae094-2f68-4a6d-91f0-73b38b890692_session_0
d90207ff-0081-4024-beb4-4e9bbe052d51,005ae094-2f68-4a6d-91f0-73b38b890692,mobile app,wishlist_add,2023-02-28 20:16:00,8.0,Amazon Echo,005ae094-2f68-4a6d-91f0-73b38b890692_session_1
e2c4b089-b9b3-4cb3-94e7-4990b9a5ed94,005ae094-2f68-4a6d-91f0-73b38b890692,mobile app,app_open,2023-04-23 18:21:00,5.0,,005ae094-2f68-4a6d-91f0-73b38b890692_session_2
f0929605-8895-4c42-9a26-1cda823bf16e,005ae094-2f68-4a6d-91f0-73b38b890692,in-store kiosk,session_start,2023-06-21 14:11:00,10.0,category_kitchen,005ae094-2f68-4a6d-91f0-73b38b890692_session_3
dfd2520e-0b6b-4d8e-99e0-59d82350371f,005ae094-2f68-4a6d-91f0-73b38b890692,in-store kiosk,inventory_check,2023-07-28 17:00:00,39.0,Refrigerator,005ae094-2f68-4a6d-91f0-73b38b890692_session_4
3f281bd0-142f-47bd-b328-eb6c51c7486e,005ae094-2f68-4a6d-91f0-73b38b890692,mobile app,checkout,2023-08-08 11:54:00,138.0,blog,005ae094-2f68-4a6d-91f0-73b38b890692_session_5
2f857140-e8f2-46b4-9df7-ec30df69736b,005ae094-2f68-4a6d-91f0-73b38b890692,web,search,2023-08-24 19:59:00,39.0,order_history,005ae094-2f68-4a6d-91f0-73b38b890692_session_6
5329838d-d197-40c8-a787-6c00ceaca0d3,005ae094-2f68-4a6d-91f0-73b38b890692,mobile app,notification_click,2023-09-21 17:51:00,6.0,search_results,005ae094-2f68-4a6d-91f0-73b38b890692_session_7
0ef7adc6-323b-4833-bed6-c8082d2323f0,005ae094-2f68-4a6d-91f0-73b38b890692,web,add_to_cart,2023-10-30 10:47:00,4.0,Nintendo Switch,005ae094-2f68-4a6d-91f0-73b38b890692_session_8
b35711bb-f6ab-4751-9340-1c8aae945a32,005ae094-2f68-4a6d-91f0-73b38b890692,mobile app,wishlist_add,2023-11-24 10:18:00,7.0,Bose Headphones,005ae094-2f68-4a6d-91f0-73b38b890692_session_9
4d294fe0-98a1-471d-904a-a1d4aa9b880a,005ae094-2f68-4a6d-91f0-73b38b890692,mobile app,notification_click,2023-12-01 07:22:00,2.0,account,005ae094-2f68-4a6d-91f0-73b38b890692_session_10
6c533522-a12f-49d3-b9cb-6a48f30ad51c,005ae094-2f68-4a6d-91f0-73b38b890692,web,add_to_cart,2023-12-27 09:28:00,4.0,,005ae094-2f68-4a6d-91f0-73b38b890692_session_11
60753874-5434-4af5-b3cb-215d315de2e3,005ae094-2f68-4a6d-91f0-73b38b890692,mobile app,product_view,2024-04-06 17:22:00,75.0,Amazon Echo,005ae094-2f68-4a6d-91f0-73b38b890692_session_12
816c880c-e29a-4d9e-a6fe-54ccba1e1f35,005ae094-2f68-4a6d-91f0-73b38b890692,mobile app,add_to_cart,2024-07-07 19:06:00,3.0,Amazon Echo,005ae094-2f68-4a6d-91f0-73b38b890692_session_13
e8fffa89-10c5-4d0a-9f05-57029fb12049,005ae094-2f68-4a6d-91f0-73b38b890692,mobile app,product_view,2024-07-25 17:02:00,127.0,Refrigerator,005ae094-2f68-4a6d-91f0-73b38b890692_session_14
3f2a7cae-57cf-40f0-b701-18d9b6121712,005ae094-2f68-4a6d-91f0-73b38b890692,mobile app,notification_click,2024-08-18 10:07:00,6.0,store_locator,005ae094-2f68-4a6d-91f0-73b38b890692_session_15
ad4ac5f9-95ee-43b9-837b-91028a9157e0,005ae094-2f68-4a6d-91f0-73b38b890692,in-store kiosk,product_view,2024-09-01 07:06:00,153.0,Sony Bravia TV,005ae094-2f68-4a6d-91f0-73b38b890692_session_16
14e6fe9b-d4b7-414b-a2de-5cc85ffdc2f2,005ae094-2f68-4a6d-91f0-73b38b890692,mobile app,search,2024-09-22 18:24:00,,category_gaming,005ae094-2f68-4a6d-91f0-73b38b890692_session_17
42d4db3e-5bd5-4165-95bc-44af0507d183,005ae094-2f68-4a6d-91f0-73b38b890692,web,add_to_cart,2024-10-18 14:41:00,6.0,Nintendo Switch,005ae094-2f68-4a6d-91f0-73b38b890692_session_18
62050b8d-a53f-4781-9d6e-c3f4f62889d2,005ae094-2f68-4a6d-91f0-73b38b890692,,search,2024-10-25 17:19:00,8.0,order_history,005ae094-2f68-4a6d-91f0-73b38b890692_session_19
67a07c8a-c0f4-4878-a14a-94d38f68f02c,005ae094-2f68-4a6d-91f0-73b38b890692,web,search,2024-10-27 08:07:00,,category_gaming,005ae094-2f68-4a6d-91f0-73b38b890692_session_20
f55db061-45c7-42cd-aaad-d734766e7589,005ae094-2f68-4a6d-91f0-73b38b890692,mobile app,notification_click,2024-11-24 12:07:00,4.0,category_furniture,005ae094-2f68-4a6d-91f0-73b38b890692_session_21
ba87b2b1-2875-439b-a3b1-f2dbc2cb2dd2,005ae094-2f68-4a6d-91f0-73b38b890692,in-store kiosk,inventory_check,2024-12-15 22:56:00,26.0,Cookware Set,005ae094-2f68-4a6d-91f0-73b38b890692_session_22
0bb10a9d-35f3-4b70-94d0-3e125f626444,005ae094-2f68-4a6d-91f0-73b38b890692,in-store kiosk,inventory_check,2024-12-22 10:22:00,30.0,Bose Headphones,005ae094-2f68-4a6d-91f0-73b38b890692_session_23
eb329181-e62e-4b07-912e-8faa55fd3c20,005ae094-2f68-4a6d-91f0-73b38b890692,in-store kiosk,inventory_check,2025-01-14 09:07:00,34.0,MacBook Pro,005ae094-2f68-4a6d-91f0-73b38b890692_session_24
ad954d0f-0c3b-49fe-b5b9-c5ede14bf609,005ae094-2f68-4a6d-91f0-73b38b890692,web,product_view,2025-01-28 12:54:00,144.0,iPhone 13,005ae094-2f68-4a6d-91f0-73b38b890692_session_25
0cd2ea42-2087-4afb-80d9-8abc038bd3d7,005ae094-2f68-4a6d-91f0-73b38b890692,in-store kiosk,session_start,2025-02-13 07:14:00,3.0,product_listing,005ae094-2f68-4a6d-91f0-73b38b890692_session_26
64c6d9d9-5507-4ae8-8e78-921ec990ae2e,005ae094-2f68-4a6d-91f0-73b38b890692,in-store kiosk,product_lookup,2025-02-25 13:16:00,108.0,Nintendo Switch,005ae094-2f68-4a6d-91f0-73b38b890692_session_27
1d87fdc9-1d6c-41d9-b2f3-c500cd38b661,00a6835b-c50a-49a9-a1b5-19d74d3e1863,web,wishlist_add,2021-03-28 07:24:00,8.0,Coffee Maker,00a6835b-c50a-49a9-a1b5-19d74d3e1863_session_0
59dea3b5-f5f2-41b4-8289-fd497ab8534e,00a6835b-c50a-49a9-a1b5-19d74d3e1863,mobile app,checkout,2021-06-16 10:37:00,224.0,category_kitchen,00a6835b-c50a-49a9-a1b5-19d74d3e1863_session_1
e4d356cf-7c45-47f1-85f4-f20ab3f8e3c2,00a6835b-c50a-49a9-a1b5-19d74d3e1863,mobile app,search,2022-05-22 13:24:00,46.0,search_results,00a6835b-c50a-49a9-a1b5-19d74d3e1863_session_2
702c9566-d777-4655-a111-9070bc8ef429,00a6835b-c50a-49a9-a1b5-19d74d3e1863,,purchase,2022-07-09 10:57:00,298.0,category_furniture,00a6835b-c50a-49a9-a1b5-19d74d3e1863_session_3
f5b497bd-6afa-4c97-a46d-ca655aa31bca,00a6835b-c50a-49a9-a1b5-19d74d3e1863,web,wishlist_add,2023-02-06 13:40:00,9.0,Sofa,00a6835b-c50a-49a9-a1b5-19d74d3e1863_session_4
eb34b95d-8c59-489b-ab32-75aa41c77dda,00a6835b-c50a-49a9-a1b5-19d74d3e1863,web,add_to_cart,2023-02-09 11:58:00,4.0,Coffee Maker,00a6835b-c50a-49a9-a1b5-19d74d3e1863_session_5
7c1ca36a-7eb5-4394-99be-4c95d3892d85,00a6835b-c50a-49a9-a1b5-19d74d3e1863,mobile app,purchase,2024-02-22 20:32:00,249.0,category_smartphones,00a6835b-c50a-49a9-a1b5-19d74d3e1863_session_6
70bea963-ae4e-410b-8b61-21d03cd32804,00a6835b-c50a-49a9-a1b5-19d74d3e1863,web,product_view,2024-05-26 22:42:00,96.0,Samsung Galaxy S22,00a6835b-c50a-49a9-a1b5-19d74d3e1863_session_7
88c66f7c-ddb7-4fd6-9fad-e0a9330055b2,00a6835b-c50a-49a9-a1b5-19d74d3e1863,web,checkout,2024-10-04 19:09:00,,category_laptops,00a6835b-c50a-49a9-a1b5-19d74d3e1863_session_8
